System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26440	26068	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		27455	14532	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4797	5603	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		138566	123592	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2238	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	37631	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		223038	239722	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		141400	370642	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127263	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		148181	169535	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		268772	297449	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	19750	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		115152	116512	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		48808	71918	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		598	13306	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2404	3666	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		9810	43889	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2830	15564	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4247	28528	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	5761	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	125359	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		16	2834	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	10171	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		69	5430	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3897	43054	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		11442	173849	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4800	62355	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		49619	205437	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		43915	48457	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		109855	110647	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		2782	8908	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	31689	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	47387	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	12547	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		521	27316	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		79817	97613	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3651	11913	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	8526	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		7600	6880	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		4998	8586	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		92170	76406	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3287	21410	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	12365	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29877	63857	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	29388	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	621	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	3453	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		93350	211248	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		110	156	12000
