System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		233182	732075	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		8781	23086	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		104495	219783	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		53142	157725	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14377	90041	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		41968	419745	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		16454	17610	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		18221	26935	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3799	9325	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14148	42069	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	44883	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	185743	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168600	282320	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	28993	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1903	16249	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		22276	40293	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		39134	258517	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1229	7508	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1878	2586	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		83731	92051	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		23404	40195	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		71031	113939	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		22609	75505	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		215606	298098	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	13201	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	18482	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5113	22180	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	34854	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		7696	37657	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		352840	324587	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		11144	21177	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		336555	317171	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1097	9546	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		5718	9496	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	17530	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		31475	115899	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		139961	132849	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		23989	79659	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23792	30885	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24664	38130	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		278602	185994	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	35998	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	41828	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4333	37607	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		24893	4945	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	24095	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10589	334973	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	10624	0
