System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23984	33565	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		86526	635476	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1878	3028	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		395649	375602	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3927	9345	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		35797	39912	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		369393	294191	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		27008	48461	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		21269	31404	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		250800	792056	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		17449	25326	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		119195	233286	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		56398	162919	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14486	117187	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		35816	24006	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Pranav Antal		19986	383961	
Col 359 Sector KW-V d2-16	Arissa Lavigny-Duval	Yuri Grom		665321	741740	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14767	46013	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	46157	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		11217	186375	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168664	309841	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	30155	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		6348	20008	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		26815	42983	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		44644	262841	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1550	8122	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		104949	106121	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		85570	115417	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		23448	81298	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		240735	316626	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	13828	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	19141	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5880	22760	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8392	35301	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8210	39173	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		390671	378496	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1117	9716	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		10986	10223	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	18025	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		32242	122260	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		151850	162085	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		27649	83096	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	38097	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	48807	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4333	40544	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		2751	4981	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	27529	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10602	439689	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	11034	0
