2026-02-13 17:01 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		28307	1491	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		3832	395	1099000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		11109	175	572000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		29058	8570	684000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		56617	1813	417000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		6747	5575	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		15016	757	605000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	1178	417000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	245	431000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		4539	15516	381000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		62703	35668	471000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	262	417000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		89271	17846	977000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		0	1320	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		141449	14531	1928000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	1287	1082000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		74	2342	446000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		447	0	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		0	685	399000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		392	1825	518000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14458	1832	261000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6875	326	170000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		114916	5331	1811000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5035	458	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1341	2214	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2008	1606	111000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		128	22068	1038000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		12839	5534	174000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		19101	10117	598000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		65116	22340	335000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		2944	1388	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		256	2975	377000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		52584	12084	24000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		9186	2196	110000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		14181	565	248000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1398	1013	102000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	1562	1177000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		2815	2452	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3141	607	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	64	424000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		467	1018	493000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		20539	17250	298000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		44865	19735	775000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		42958	1963	1466000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	0	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	99	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		12858	2825	242000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		1427	4720	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		11	42	478000
