System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26590	37198	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		28233	32703	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4815	6068	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		310338	311299	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1417	2729	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	56409	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		354421	413126	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		373965	676329	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127263	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		236153	334936	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		356810	438257	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		4413	23763	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		119742	157647	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		49587	84095	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		6380	22499	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2935	9735	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		16884	49836	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		6006	23666	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4898	29192	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	8910	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	155196	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		131	29912	489000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1228	15893	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		118	5492	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		9528	84755	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		33219	48747	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		6220	69098	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		74861	330025	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		96403	86535	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		264409	297469	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		9092	15389	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		491	31910	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5901	54932	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	14620	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		629	29668	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		100900	122142	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3651	12442	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		4775	8643	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		18614	115504	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		5206	18494	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		153830	205475	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3323	23608	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	15531	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29877	97960	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	30694	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		470	704	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	12799	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		108392	221735	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		361	11149	12000
