2026-04-11 07:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		8333	705	1299000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		0	26	1204000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		17	230	515000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		8046	0	565000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		6269	775	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		6474	0	554000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	13	496000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		0	200	446000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		62	0	468000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	173	482000
Col 359 Sector ZI-N b9-1	Pranav Antal	STRONGHOLD		1190	173	1166000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		0	112	1221000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		0	110	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		32583	3554	1416000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	886	1099000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		128	13	489000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	251	69000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		0	3332	406000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		4185	1204	540000
Col 359 Sector BE-N b9-4	Aisling Duval	FORTIFIED		0	134	388000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		4439	5	141000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		13291	1468	1321000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		2212	45	529000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		10161	1730	209000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		1325	0	106000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		43	10460	1138000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1862	0	88000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		540	3138	518000
Col 359 Sector FK-L b10-1	Yuri Grom	EXPLOITED		19	0	47000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		2401	101	439000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		0	1088	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		2491	0	117000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	FORTIFIED		0	60	471000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1875	966	111000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	915	1227000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		15963	876	26000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		5114	2335	73000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		129	1956	435000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		758	839	518000
Col 359 Sector BE-N b9-1	Aisling Duval	FORTIFIED		0	1135	384000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		39308	0	746000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		9625	57	1305000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	654	442000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	0	478000
Col 359 Sector NR-T c4-14	Aisling Duval	FORTIFIED		0	10476	388000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		0	30	1255000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		0	40	478000
