System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		141959	459808	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3375	22626	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		91598	164148	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		42118	118440	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		13031	86307	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		28100	305073	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		3534	2578	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		16309	21364	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3798	8316	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		10302	35147	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		451	37355	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	124165	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		166058	253654	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	23446	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		519	7371	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		21758	28033	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		29893	246458	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		885	6252	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1833	2556	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		62889	68420	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		10040	12551	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		66298	92138	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		13761	64016	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		147239	144395	117000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	12266	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		4327	11981	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		4751	19427	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	33055	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		4818	30723	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		275953	233281	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		3145	13026	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		228416	251198	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1087	9462	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1734	5866	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1334	15512	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		28666	95725	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		91869	117421	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		14492	71964	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23328	21426	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24501	20829	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		161552	137384	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	25001	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	28954	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4261	26188	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		990	2777	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2285	17092	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		9454	245511	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		608	7198	0
