System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23792	32329	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		59778	506630	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1878	2829	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		374383	336071	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3891	9345	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		28497	39283	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		309456	217771	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		24334	45686	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		14519	22197	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		241171	755945	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		14536	23096	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		112191	221919	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		55401	159243	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14377	107600	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		26646	17610	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		18845	80145	
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14722	42572	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	45632	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	185743	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168664	293312	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	29357	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		5783	18517	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		23155	42364	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		39558	261570	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1487	8122	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		88127	99471	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		80668	113985	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		23249	78128	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		226668	303445	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	13828	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	18482	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5113	22350	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	35011	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8148	38407	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		349858	330717	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1097	9711	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		7071	9548	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	17650	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		31929	119480	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		145518	132941	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		25399	80932	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	36866	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29604	45606	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4333	39166	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		2489	4978	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	26434	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10589	397249	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	10731	0
