2026-02-15 20:02 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		28535	5870	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		8242	2858	1099000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		11677	1809	572000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		29058	11174	684000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		69468	37688	417000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		10141	6844	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		15016	17962	605000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		344	1193	417000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		476	11669	431000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		100718	117128	381000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		177882	111164	471000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	262	417000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		97586	52056	977000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		45	1749	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		155335	79170	1928000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	2165	1082000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		604	2501	446000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		819	10	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		1135	1115	399000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		412	3464	518000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14800	6072	261000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6875	1107	170000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		130848	73699	1811000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		6976	5798	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1341	2262	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2762	2338	111000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		3080	40177	1038000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		23841	24036	174000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		23544	35428	598000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		348734	69383	335000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		3270	3853	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		280	6051	377000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		60545	36173	24000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		9783	21187	110000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		16265	25778	248000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1839	4009	102000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		32	3083	1177000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		4398	8874	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		4720	5382	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	64	424000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1308	4697	493000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		22800	43589	298000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		45202	38036	775000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		43168	8729	1466000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	28	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	174	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		12858	30936	242000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		7556	7807	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		438	86	478000
