System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	8919	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		4170	5017	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4762	3988	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		62327	32906	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2078	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	8241	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		77022	150145	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		100148	73678	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		42537	79826	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		35903	96028	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		83648	25987	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	2403	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		94687	38253	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		45908	57488	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		242	10702	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		503	2419	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		6330	20038	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2062	10268	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	28046	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	1405	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157082	80963	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	404	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	6887	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		14	2338	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3160	34122	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Pranav Antal		4283	6318	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3683	53225	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		17866	123697	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		20969	16773	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		69786	75368	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		947	5847	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	390	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	45424	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	2134	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		179	6849	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		55200	35590	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		406	5103	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	7418	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		16	307	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1620	4145	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		36779	40042	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	14931	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	5109	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29801	55658	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	9331	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	225	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	3270	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		82458	139414	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		14	151	12000
