System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	11054	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		4170	5037	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4762	4429	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		77589	105016	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2078	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	10109	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		90731	154373	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		101428	121088	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47172	125358	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		56117	96121	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		111302	46839	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	3044	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		97161	42897	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		46744	62673	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		257	10900	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		503	3302	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		6330	28292	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2522	11311	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	28049	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	1422	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	88154	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	429	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	8401	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		14	2458	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3160	35862	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Pranav Antal		4331	7742	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3891	55483	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		26211	126304	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		27392	23275	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		77880	77054	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		947	6231	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	390	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	46496	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	2359	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		179	27100	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		59571	46358	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1456	6560	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	7418	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1153	1574	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1698	4197	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		55352	40882	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	16314	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	7756	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29801	56553	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	12756	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	256	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	3301	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		87754	161329	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		14	151	12000
