2026-07-24 18:59 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
HIP 7245	Pranav Antal	EXPLOITED		1991	39602	113000
Synuefe LQ-K b54-0	Pranav Antal	EXPLOITED		0	142071	76000
Col 285 Sector RO-R d4-65	Pranav Antal	FORTIFIED		30	42301	381000
Pegasi Sector BQ-Y D99	Pranav Antal	EXPLOITED		11441	53447	226000
Hyades Sector MC-V c2-7	Pranav Antal	FORTIFIED		4322	11456	540000
Natrians	Pranav Antal	STRONGHOLD		1250	12	1093000
Col 285 Sector AO-M b22-5	Pranav Antal	STRONGHOLD		0	0	1082000
Pegasi Sector PT-Q b5-5	Pranav Antal	FORTIFIED		0	244	406000
Hyades Sector GD-R b5-1	Pranav Antal	FORTIFIED		0	1382	421000
Col 285 Sector WM-Z b14-7	Pranav Antal	FORTIFIED		0	5	388000
Col 359 Sector HQ-J b11-0	Pranav Antal	FORTIFIED		0	1378	410000
Pegasi Sector JO-E a13-6	Pranav Antal	FORTIFIED		0	3404	381000
Col 285 Sector FE-M b22-1	Pranav Antal	EXPLOITED		0	5274	0
Col 285 Sector VK-N c7-18	Pranav Antal	EXPLOITED		0	40	0
Alrai Sector PT-R b4-4	Pranav Antal	EXPLOITED		0	0	0
Col 285 Sector XS-M b22-5	Pranav Antal	EXPLOITED		0	65	0
LFT 238	Pranav Antal	EXPLOITED		0	457	0
Synuefe AP-L b54-0	Pranav Antal	EXPLOITED		0	6390	0
Col 285 Sector UF-N c7-17	Pranav Antal	EXPLOITED		416	1598	0
Col 285 Sector SO-Y b14-1	Pranav Antal	EXPLOITED		0	17384	0
