2026-02-21 20:59 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		24416	3603	1371000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		1208	920	1149000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		18097	1765	565000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		27487	138	677000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		314	1006	478000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		129039	125874	605000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		19287	2548	630000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		187	378	442000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	398	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		1457	4429	431000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		29031	2194	489000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		32	55	410000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		196591	253038	891000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		6268	7781	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		157092	17835	1955000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	2517	1088000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	3864	449000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		515	25	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		643	830	402000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2032	7956	529000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14797	6777	265000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6575	2547	168000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		120119	46360	1800000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		4964	3576	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1441	5969	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2058	1797	113000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		2260	17923	1099000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		16428	10211	162000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		45538	16787	594000
Col 359 Sector FK-L b10-1	Yuri Grom	Nakato Kaine		45915	170487	
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		136	20669	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		1758	1915	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		22653	17815	133000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	Aisling Duval		4717	131701	
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		15158	120219	271000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1191	10121	104000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	2128	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1317	447	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1215	2810	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	480	431000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		733	2481	500000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		39864	21495	324000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		46700	5631	789000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		39291	12402	1449000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	1058	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		666	3886	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		14456	15855	261000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		105	8827	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		72	390	478000
