System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		176676	531924	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		5936	23066	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		97401	185734	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		48332	130054	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		13283	87353	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		28768	378148	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		7566	10918	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		17008	25651	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3798	8385	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		12241	41304	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		451	40834	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	1384768	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168312	269450	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	25416	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		519	12528	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		21758	38460	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		35998	249700	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		885	7375	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1833	2571	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		73884	85243	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		19556	18857	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		70229	101107	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		17761	69475	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		185089	245525	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	12537	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		6060	13420	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		4751	21385	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	34798	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		7696	32116	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		299446	293095	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		3217	16391	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		276467	276277	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1092	9467	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1734	9461	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1334	15519	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		29869	99065	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		97276	126174	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		20799	72855	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23328	24825	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24501	24328	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		195472	156095	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	32896	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	31298	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4261	32253	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		24893	4617	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		5612	23833	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10589	291865	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1389	8985	0
