System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26590	34641	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		27770	19723	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4797	5603	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		222191	169617	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1380	2729	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	51760	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		293006	266685	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		226967	452909	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127263	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		178545	247442	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		295190	397569	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3502	23506	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		116086	142830	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		49568	81257	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		630	18854	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2891	9735	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		16362	49645	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		4687	20638	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4247	29165	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	7153	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	142269	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		76	3430	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1142	14642	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		69	5435	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		4307	59492	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		16786	29414	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		6220	64911	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		56503	294259	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		55317	63105	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		178858	162183	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		6782	8979	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		377	31749	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	54907	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	13656	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		629	28714	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		87122	112913	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3651	12340	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3457	8643	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		11897	77231	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		4998	12621	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		125530	112316	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3287	21765	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	13248	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29877	70355	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	29943	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		341	642	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	10345	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		99379	217782	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		353	1594	12000
