System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	8326	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		4170	5017	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4762	3988	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		51495	30552	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	1973	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	5690	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		61458	146203	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		98861	54275	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		41111	79826	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		70640	25897	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		2927	483	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		93927	37283	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		45440	30115	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		212	10630	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		503	2419	69000
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		35903	95866	0
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		4435	19210	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2062	7564	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	28046	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		54	1405	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157082	76104	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	394	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	5233	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	1442	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		2865	22829	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Pranav Antal		4258	5791	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3184	53225	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		14148	122182	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		17700	12490	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		66188	73715	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		947	5310	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	390	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	43998	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		588	588	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		179	6849	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		52288	32880	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		406	4850	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	7317	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		16	307	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1477	4109	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		31682	37163	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	13025	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	4326	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	543891	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	7678	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	225	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	3270	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		82458	124311	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		14	107	12000
