15 minutes ago
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		29281	2637	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		11	64	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		2032	438	529000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		7274	1002	515000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	0	424000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		4758	52371	147000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		3373	505	460000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		42994	211755	258000
Col 359 Sector QX-R c5-13	Pranav Antal				1203	
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		3251	58091	80000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		23342	55392	1305000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		135	280	428000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		97201	11734	1700000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		49181	5417	800000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	7497	366000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	0	76000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		363	46	34000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		45	1755	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		6284	5482	164000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		0	15	10000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		156250	12808	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1076	1681	522000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		0	0	76000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	0	22000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		0	3808	504000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		61000	135296	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3912	2908	540000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		1578	12742	388000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		7303	34290	78000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		17741	34344	234000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		102	40	36000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		1258	648	104000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		10008	472	209000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	960	76000
Col 359 Sector DP-L b10-3	Aisling Duval	Pranav Antal		936	6216	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		30	445	1166000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		251	1639	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	1822	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		6208	12119	162000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		24	2053	471000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		14180	19778	226000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		6987	4193	558000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		3250	1020	1271000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	6085	0
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		0	0	65000
Col 359 Sector NR-T c4-13	Aisling Duval	Pranav Antal		481	7805	
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		1625	291	110000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		434	2298	1093000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	0	22000
