System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26440	24735	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		27001	8608	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4797	5568	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		123156	120895	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2238	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	36736	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		199027	236760	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		137381	325525	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127092	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		142410	137653	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		221853	222283	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	6827	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		114834	92786	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		48750	71918	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		598	13271	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2404	3666	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		8610	40100	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2830	13194	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4247	28528	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	5531	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	118705	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		16	2804	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	8401	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		69	5430	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3844	41172	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Aisling Duval		9325	15452	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4710	62268	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		44551	198523	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		43082	46713	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		107342	109693	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		2782	8908	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	1562	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	47387	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	6848	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		521	27106	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		75673	91149	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3305	11816	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	8521	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		3752	6880	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		4175	6723	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		84804	66444	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	20992	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	10814	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29801	62015	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	29388	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	621	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	3453	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		92466	204392	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		56	156	12000
