System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26590	36267	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		28046	31980	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4815	6068	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		303732	293793	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1417	2729	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	51760	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		350106	406005	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		308462	614801	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127263	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		218848	334612	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		353898	428783	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		4413	23748	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		119742	155658	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		49587	84095	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		630	21495	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2935	9735	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		16884	49836	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		6006	22710	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4262	29192	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	9910	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	153199	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		131	29162	489000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1228	15643	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		118	5492	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		9464	83719	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		23548	45724	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		6220	68759	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		70970	323167	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		93319	68503	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		260519	291346	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		9092	9045	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		491	31910	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5901	54932	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	14620	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		629	29668	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		99284	121675	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3651	12442	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		4775	8643	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		18614	114286	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		5206	17161	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		153643	202021	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3287	23608	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	15481	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29877	91408	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	30684	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		423	704	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	12799	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		103280	221735	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		361	11149	12000
