System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	1730	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		3541	2924	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1827	2162	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		16359	3430	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	125	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		1108	1345	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		29598	76578	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		744	750	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		0	30803	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		6809	3378	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		187	104	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		86037	18194	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		43235	5430	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		212	1828	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		304	1024	69000
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		957	42171	0
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		3955	3241	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		563	563	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	13369	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		54	0	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157050	35677	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	191	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	439	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	5	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		352	4386	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Aisling Duval		694	1427	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		2117	3497	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		1963	26944	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		440	1858	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		25830	46896	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		0	141	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		0	138	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5881	6403	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	0	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		167	645	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		8506	13403	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		0	5	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	5	18000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		0	0	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		463	1129	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		12462	11286	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	7815	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		555	555	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	52095	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		0	0	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		43	225	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	2134	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		78414	26834	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	16	12000
