2026-04-28 20:59 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Tofana	Pranav Antal	FORTIFIED		28728	280118	681000
Hyades Sector GW-W d1-92	Pranav Antal	EXPLOITED		27698	3494	22000
Ceti Sector GR-V b2-3	Pranav Antal	EXPLOITED		15238	5954	10000
Havasupai	Pranav Antal	EXPLOITED		10053	92	92000
Austri	Pranav Antal	FORTIFIED		0	2732	366000
Pegasi Sector GR-V c2-10	Pranav Antal	FORTIFIED		2903	2138	388000
HIP 1897	Pranav Antal	FORTIFIED		0	5304	384000
7 Alpha Lacertae	Pranav Antal	FORTIFIED		0	0	406000
Col 285 Sector JM-B a43-5	Pranav Antal	EXPLOITED		0	6483	10000
Piscium Sector PI-T b3-4	Pranav Antal	EXPLOITED		0	0	12000
Pegasi Sector LC-V c2-13	Pranav Antal	EXPLOITED		0	0	10000
Alrai Sector ON-T b3-2	Pranav Antal	EXPLOITED		19	0	20000
Arietis Sector CB-W b2-5	Pranav Antal	EXPLOITED		304	15955	2000
Col 285 Sector HM-M c7-14	Pranav Antal	EXPLOITED		0	10545	0
Arietis Sector PP-M a8-1	Pranav Antal	EXPLOITED		0	1940	0
Pegasi Sector LC-V c2-19	Pranav Antal	EXPLOITED		0	16708	0
Pegasi Sector EL-Y d96	Pranav Antal	EXPLOITED		0	1480	16000
Col 285 Sector OK-C b14-0	Pranav Antal	EXPLOITED		7	794	16000
Pegasi Sector HR-V b2-6	Pranav Antal	EXPLOITED		14941	42323	267000
LTT 12657	Pranav Antal	EXPLOITED		21575	45	347000
ICZ BQ-Y D95	Pranav Antal	EXPLOITED		20759	45	335000
Hidar	Pranav Antal	EXPLOITED		55569	65291	106000
Cephei Sector MX-U b2-4	Pranav Antal	EXPLOITED		12	36627	0
Synuefe DU-M b53-1	Pranav Antal	EXPLOITED		3	100039	0
Col 285 Sector HM-M c7-9	Pranav Antal	EXPLOITED		0	43989	0
Arietis Sector FO-F a12-0	Pranav Antal	EXPLOITED		2	87121	0
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		30474	37707	1232000
Col 359 Sector ZI-N b9-1	Pranav Antal	FORTIFIED		81734	116890	988000
Col 285 Sector JS-T d3-57	Pranav Antal	FORTIFIED		77985	152997	974000
AR Lacertae	Pranav Antal	FORTIFIED		5211	5098	471000
HIP 108174	Pranav Antal	EXPLOITED		0	329984	51000
Col 285 Sector XH-O b21-1	Pranav Antal	EXPLOITED		14	349628	37000
