System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	2373	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		4149	2924	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1943	2162	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		19752	8531	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		140	346	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		1108	1363	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		34217	88436	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		816	22930	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		0	77530	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		10655	3798	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		187	104	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		87845	20567	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		43235	9394	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		212	1979	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		503	1024	69000
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		967	77910	0
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		4099	6541	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		1330	563	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	15323	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		54	4	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157050	49997	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	246	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	809	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	689	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		352	5697	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Aisling Duval		762	1961	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		2588	3	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		2211	36202	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		5007	2269	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		39611	60842	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		0	141	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		0	143	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5881	6489	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	169	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		167	5062	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		18317	17699	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		0	5	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	5	18000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		0	0	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		475	2291	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		12462	17374	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	609	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	1838	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	52181	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		96	0	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		43	225	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	2614	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		78851	56215	977000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	21	12000
