System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		24839	38707	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		162670	776961	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1946	3040	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		454242	442079	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		4217	10018	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		37219	45607	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		505380	536308	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		29562	61537	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		21269	121581	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		265123	795061	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		20236	31032	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		122729	270893	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		66358	185967	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14768	153425	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		87984	83182	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Pranav Antal		26448	44386	
Col 359 Sector KW-V d2-16	Yuri Grom	Arissa Lavigny-Duval		1473796	1761364	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14955	48463	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	47945	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		11255	186764	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		172700	340775	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1825	32737	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		17642	35278	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		27915	43944	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		84997	287486	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		8826	8594	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		140030	179701	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		129566	171528	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		43000	95058	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		274437	368375	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		849	14637	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7039	20374	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		6510	23547	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		10287	36975	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8245	48165	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		500885	523070	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1334	10105	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		22511	38083	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1759	19889	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		34730	137962	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		167048	244446	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		30186	89341	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		771	41811	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	50649	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4855	41488	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		3365	6698	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6367	34764	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		13461	542267	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1700	13177	0
