System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		223235	545405	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		7224	23066	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		1008793	205939	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		50407	140137	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		13283	87857	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		40880	386296	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		7566	17408	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		18221	25651	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3798	8745	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		12241	41355	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		451	42483	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	135647	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168312	272243	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	28622	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		519	13123	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		22076	40288	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		38526	253901	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1229	7508	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1878	2571	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		78475	89538	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		21691	23108	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		70584	104082	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		18658	74682	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		208122	261281	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	13026	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		6503	13495	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5113	22135	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	34854	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		7696	33831	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		318215	306212	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		5144	20196	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		283107	299145	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1092	9467	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		2422	9491	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1334	15618	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		30602	112653	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		116608	131444	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		21446	78471	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23424	25709	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24501	28014	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		226314	163518	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	34688	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	34474	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4261	35280	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		2489	4792	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	23878	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10589	311311	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1389	10110	0
