2026-02-19 22:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		24416	790	1371000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		0	889	1149000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		8251	1755	565000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		27487	0	677000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		314	115	482000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		54697	12412	605000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		19287	25	630000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	0	442000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	398	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		1298	0	431000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		3800	96	489000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	0	410000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		86709	38861	891000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		688	0	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		148827	6182	1955000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	15	1088000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	993	449000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		251	15	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		642	234	402000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2032	731	529000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14741	1806	265000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6575	0	168000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		113375	5697	1800000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		4937	554	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1441	300	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2058	220	113000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		30	2706	1099000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		7252	0	162000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		17894	732	594000
Col 359 Sector FK-L b10-1	Yuri Grom	Pranav Antal		1553	17304	
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		40	967	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		255	937	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		9690	3309	133000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	Aisling Duval		572	5908	
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		15158	7237	271000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1191	635	104000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	3	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		0	0	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	80	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	385	431000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		36	139	500000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		19723	3962	324000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		46415	699	789000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		39291	470	1449000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	825	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		666	178	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		14441	12520	261000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		46	7230	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		0	0	478000
