System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	23833	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		26971	8608	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4797	5488	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		113459	120895	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2094	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	36676	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		175296	236235	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		136515	271207	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47532	127092	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		113244	130832	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		182567	154357	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	3106	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		113705	75736	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		48739	71596	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		598	13069	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2404	3666	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		8610	39908	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2830	12983	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4247	28528	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	5531	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	112284	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		16	2804	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	8401	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		14	5430	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3820	40127	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Aisling Duval		9288	12827	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4318	62226	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		38948	196760	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		34349	45607	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		105461	106731	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		2782	6870	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	1562	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	46589	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	5937	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		521	27106	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		69481	85169	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3285	11026	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	8521	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		3752	6880	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		4128	6683	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		82667	59960	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	18643	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	10039	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29801	61640	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	29255	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	621	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	3453	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		87754	195780	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		56	156	12000
