2026-06-18 18:58 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Lyncis Sector HR-W c1-8	Pranav Antal	EXPLOITED		0	19224	0
HIP 8548	Pranav Antal	EXPLOITED		523	29276	94000
Pegasi Sector JM-V b2-5	Pranav Antal	EXPLOITED		0	17507	0
Alrai Sector RT-R b4-5	Pranav Antal	EXPLOITED		0	0	0
Col 359 Sector NC-U d3-38	Pranav Antal	EXPLOITED		0	0	0
HIP 20690	Pranav Antal	EXPLOITED		0	0	0
Ngerisan	Pranav Antal	EXPLOITED		0	1429	0
Chnemine	Pranav Antal	EXPLOITED		0	0	0
Col 285 Sector MA-U b17-3	Pranav Antal	EXPLOITED		0	10	0
Pegasi Sector GR-V c2-10	Pranav Antal	FORTIFIED		0	428	424000
Pegasi Sector DB-X c1-6	Pranav Antal	FORTIFIED		0	26993	363000
ICZ BL-X b1-4	Pranav Antal	FORTIFIED		0	0	374000
Col 285 Sector AO-M b22-5	Pranav Antal	FORTIFIED		0	0	374000
Col 285 Sector JU-C b14-3	Pranav Antal	EXPLOITED		0	0	0
Piscium Sector LX-U b2-4	Pranav Antal	EXPLOITED		0	174	4000
Col 359 Sector AJ-N b9-4	Pranav Antal	FORTIFIED		0	0	413000
HIP 22203	Pranav Antal	STRONGHOLD		655	2096	1177000
Hyades Sector GW-W d1-92	Pranav Antal	EXPLOITED		3702	0	88000
Col 359 Sector MW-H b12-3	Pranav Antal	FORTIFIED		0	0	377000
Col 359 Sector NR-T c4-17	Pranav Antal	FORTIFIED		0	0	374000
Arietis Sector TY-P a6-0	Pranav Antal	EXPLOITED		0	0	26000
Tong	Pranav Antal	EXPLOITED		0	0	32000
Hyadum I	Li Yong-Rui	EXPLOITED		0	0	73000
Col 285 Sector WU-W b15-2	Pranav Antal	EXPLOITED		0	36100	0
Pegasi Sector BL-X c1-22	Pranav Antal	EXPLOITED		0	105	0
