2026-02-18 17:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		30719	12439	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		19375	20019	1099000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		11677	1824	572000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		29058	17490	684000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		84755	133714	417000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		243949	183185	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		15117	39761	605000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		344	5457	417000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		476	11669	431000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		143371	191614	381000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		305805	338962	471000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		326	36054	417000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		136150	79875	977000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		1001	1869	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		191076	214014	1928000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	5850	1082000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		604	5377	446000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		958	1630	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		1442	3828	399000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		472	7129	518000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14818	18401	261000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6875	2587	170000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		130848	115002	1811000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		6976	7249	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1341	2264	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2762	3480	111000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		13685	61772	1038000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		46881	36985	174000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		42720	40892	598000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		483230	117854	335000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		3720	5269	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		344	13137	377000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		101355	101720	24000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		12868	21908	110000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		27966	44881	248000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		2154	4014	102000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		32	7385	1177000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		20664	18144	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		10772	6357	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	3619	424000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		2616	5853	493000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		35393	60526	298000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		50124	60196	775000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		43318	17291	1466000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	28	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		14	607	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		13131	31629	242000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		12574	15144	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		2447	817	478000
