System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	22081	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		16725	8608	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4762	5488	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		97088	115558	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	2086	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	30266	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		147620	220700	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		117109	178513	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47532	127092	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		92133	130557	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		175422	93247	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3302	3106	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		113705	66918	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		48654	71343	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		570	11853	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		1157	3302	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		8610	32133	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2821	12916	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4247	28230	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	2863	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	106436	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	1445	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	8401	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		14	2559	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		3705	37886	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Aisling Duval		6960	12417	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4318	56422	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		29482	195192	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		30804	29962	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		98700	101428	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		1285	6231	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	1562	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	46584	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	5195	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		521	27106	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		69169	67159	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		2760	11026	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	8422	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1400	6880	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		3503	5663	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		69453	48849	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	18152	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	9340	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29801	58800	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	29215	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	621	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	3453	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		87754	186372	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		56	151	12000
