2026-01-22 17:02 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		31458	380	1410000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		0	0	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		3194	222	536000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		8558	0	565000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	75	428000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		0	82	370000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		6213	85	471000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		263	66	370000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		0	557	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		11732	20	222000
Col 359 Sector NR-T c4-13	Pranav Antal	EXPLOITED		330	0	0
Col 359 Sector DP-L b10-3	Pranav Antal	EXPLOITED		0	5420	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		10974	0	1299000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		0	5130	442000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		108125	2730	1777000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	103	1032000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	68	384000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	36	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		0	0	59000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		0	80	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		8541	1072	191000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		0	47	16000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		156250	3339	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		2852	3	533000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		225	1575	92000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	124	26000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		8794	0	554000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		190	2416	0
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		8934	0	569000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		0	2448	417000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		0	660	374000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		25413	1836	308000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		0	45	39000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		1141	1411	102000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		12251	400	234000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	0	80000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	222	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3603	0	22000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	103	26000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		27	3811	395000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		54	0	486000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		18052	12891	248000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		9652	307	572000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		5791	1379	1282000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	0	43000
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		0	221	69000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2341	0	115000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		0	204	1149000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	0	26000
