System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23984	36163	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		132549	748788	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1934	3040	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		410183	416530	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		4217	9973	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		37219	40692	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		438212	401536	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		27683	52668	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		21269	101159	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		252853	792563	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		19940	25836	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		121289	245428	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		59190	171766	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14504	131635	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		61304	35753	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Pranav Antal		21791	41633	
Col 359 Sector KW-V d2-16	Arissa Lavigny-Duval	Yuri Grom		980831	1013681	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14788	46613	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	46446	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		11217	186737	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		169264	316837	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1302	31541	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		15971	25018	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		27382	42998	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		64568	271170	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		2016	38174	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		120870	117034	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		91901	122543	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		31127	83848	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		252294	320705	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		603	14326	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	19466	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5880	23066	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		9230	36868	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8210	41593	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		415352	474928	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1117	9716	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		16939	37682	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	18050	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		33596	127077	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		159038	229191	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		27649	83549	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		771	39649	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	48879	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4855	40603	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		3013	4984	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	30261	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		11725	469756	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	12582	0
