2026-01-19 05:05 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		29401	34261	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		734	1073	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		2032	8433	529000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		32592	66070	515000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		136	2566	424000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		4758	226300	147000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		38703	41224	460000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		89992	221760	258000
Col 359 Sector QX-R c5-13	Pranav Antal				10298	
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		39624	159357	80000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		78104	79823	1305000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		359	13081	428000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		158853	193328	1700000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		51197	189055	800000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		103	18614	366000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		9018	1067	76000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		1993	23987	34000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		3155	6485	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		6875	16046	164000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		0	601	10000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		219800	143734	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1238	8356	522000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1	12067	76000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		895	3570	22000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		5557	25821	504000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		240440	328742	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4867	13985	540000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		23395	62341	388000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		23708	172768	78000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		89908	143976	234000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		470	2230	36000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		2181	3604	104000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		10178	25457	209000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		156	3682	76000
Col 359 Sector DP-L b10-3	Aisling Duval	Arissa Lavigny-Duval		7769	14166	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		1880	12935	1166000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		14605	20249	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		5357	1941	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		34608	239935	162000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1348	11643	471000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		37493	35566	226000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		7051	9382	558000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		3264	12611	1271000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		289	42216	0
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		719	2382	65000
Col 359 Sector NR-T c4-13	Aisling Duval	Yuri Grom		6176	19747	
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		1986	7241	108000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		20008	48405	1093000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		8	730	22000
