System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26365	7312	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		4170	4774	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4762	3988	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		32349	25709	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1071	1856	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	4521	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		53581	115879	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		98336	26404	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		29961	79826	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		69608	16947	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		1990	458	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		91103	33983	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		45275	22280	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		212	5102	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		503	2215	69000
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		12652	95866	0
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		4135	17642	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		1621	6963	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4225	28046	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		54	1405	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157050	68279	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		5	384	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1114	4663	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	1305	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		2805	21183	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Pranav Antal		4171	4288	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3060	52698	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		12651	104521	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		14900	9309	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		61077	73233	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		202	2595	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		36	143	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5891	43998	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		588	588	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		179	6849	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		43122	31944	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		406	3143	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3346	2049	18000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		16	0	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		1230	4109	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		25540	36876	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3224	11186	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	3521	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	538981	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		1997	3358	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		55	225	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		141	3270	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		82458	102406	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		14	26	12000
