2026-05-24 14:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Esumasci	Pranav Antal	EXPLOITED		30795	24272	111000
Col 285 Sector NN-K c8-14	Pranav Antal	EXPLOITED		30	332346	0
HIP 22203	Pranav Antal	EXPLOITED		2175	54417	113000
HIP 21165	Pranav Antal	EXPLOITED		1397	4461	0
Hyades Sector OJ-E a13-0	Pranav Antal	EXPLOITED		0	2264	12000
Alrai Sector LS-T b3-6	Pranav Antal	EXPLOITED		0	858	12000
62 Gamma Ophiuchi	Pranav Antal	EXPLOITED		0	782	0
Piscium Sector GR-W c1-21	Pranav Antal	EXPLOITED		0	429	8000
Agrippa	Pranav Antal	EXPLOITED		0	65	0
Piscium Sector OI-T b3-4	Pranav Antal	EXPLOITED		0	0	12000
HIP 88617	Pranav Antal	FORTIFIED		0	23169	392000
Sanoar	Pranav Antal	EXPLOITED		17	16640	0
Audhumis	Pranav Antal	EXPLOITED		303	30815	0
Col 285 Sector JE-E b13-2	Pranav Antal	EXPLOITED		0	26713	0
Col 285 Sector GD-G b12-0	Pranav Antal	EXPLOITED		7008	7884	0
Col 359 Sector ZI-N b9-1	Pranav Antal	STRONGHOLD		3172	9827	1082000
Col 285 Sector RL-B B14-6	Pranav Antal	STRONGHOLD		0	37341	1121000
Hyades Sector KJ-P b6-7	Pranav Antal	EXPLOITED		0	271365	80000
HIP 108552	Pranav Antal	EXPLOITED		0	84724	0
Col 285 Sector VW-Z b14-1	Pranav Antal	FORTIFIED		0	48302	363000
Col 285 Sector VZ-W b15-0	Pranav Antal	STRONGHOLD		0	274029	1104000
Col 285 Sector XH-O b21-1	Pranav Antal	FORTIFIED		8327	6338	565000
