System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		26590	35978	1382000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		28046	29865	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		4815	6068	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		284674	234603	504000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		1417	2729	421000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		12593	51760	102000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		344244	403268	298000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		243408	574434	47000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		47672	127263	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		210038	257206	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		340008	417700	1210000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3565	23748	406000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		118334	154924	1661000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		49587	83365	764000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		630	21487	355000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2935	9735	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		16362	49645	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		5171	22213	475000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		4262	29165	139000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		130	9895	0
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		157172	151444	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		131	3795	493000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1228	15643	63000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		118	5440	18000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		7516	82365	417000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		22285	44299	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		6220	67527	475000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		70970	316429	45000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		81663	68057	49000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		250440	225982	207000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		9092	9045	20000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		377	31910	74000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5901	54932	158000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	14192	63000
Col 359 Sector DP-L b10-3	Aisling Duval	EXPLOITED		629	28714	0
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		92850	120647	1143000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		3651	12402	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		3457	8643	16000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		15341	110663	45000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		5206	16396	457000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		145899	193647	189000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		3287	23196	536000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		0	14414	1255000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29877	87003	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		2017	30588	37000
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		341	704	53000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		166	12799	90000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		103280	221277	974000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		361	10399	12000
