System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23984	34290	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		95769	700478	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1934	3040	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		403055	403269	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3927	9973	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		35797	40113	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		399641	318438	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		27318	49999	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		21269	62809	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		252004	792336	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		17489	25809	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		119371	241453	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		58407	168589	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14504	123778	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		48979	29550	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Pranav Antal		21791	39377	
Col 359 Sector KW-V d2-16	Arissa Lavigny-Duval	Yuri Grom		804404	825653	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14788	46199	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		685	46396	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		11217	1386545	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168664	312678	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	31519	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		11534	21654	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		27106	42998	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		51513	269301	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1555	8122	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		113362	113850	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		91299	119432	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		28990	81298	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		241856	319248	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	14082	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	19141	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5880	22776	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8392	35301	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8210	39339	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		402127	406071	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1117	9716	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		12073	37682	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	18050	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		32346	123552	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		158057	198098	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		27649	83345	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		434	38863	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	48807	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4855	40544	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		3013	4981	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	28546	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		11725	457109	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	12527	0
