2026-05-27 20:58 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Alcha	Pranav Antal	EXPLOITED		15608	3741	69000
Russa	Pranav Antal	EXPLOITED		10086	11868	39000
Esumasci	Pranav Antal	EXPLOITED		48920	49465	111000
Piscium Sector GR-W c1-21	Pranav Antal	EXPLOITED		0	754	8000
Alrai Sector LS-T b3-6	Pranav Antal	EXPLOITED		0	4047	12000
Piscium Sector OI-T b3-4	Pranav Antal	EXPLOITED		0	3313	12000
62 Gamma Ophiuchi	Pranav Antal	EXPLOITED		0	6985	0
Agrippa	Pranav Antal	EXPLOITED		0	15189	0
HIP 116402	Pranav Antal	EXPLOITED		3573	4620	22000
Hyades Sector OJ-E a13-0	Pranav Antal	EXPLOITED		0	13854	12000
Sanoar	Pranav Antal	EXPLOITED		118	19641	0
Audhumis	Pranav Antal	EXPLOITED		606	31198	0
Col 285 Sector GD-G b12-0	Pranav Antal	EXPLOITED		7180	7959	0
Col 285 Sector JE-E b13-2	Pranav Antal	EXPLOITED		0	37466	0
HIP 21165	Pranav Antal	EXPLOITED		3443	50412	0
HIP 108552	Pranav Antal	EXPLOITED		0	304089	0
HIP 22203	Pranav Antal	EXPLOITED		4631	319808	113000
Col 285 Sector NN-K c8-14	Pranav Antal	EXPLOITED		30	358910	0
Hyades Sector KJ-P b6-7	Pranav Antal	EXPLOITED		0	281402	80000
HIP 88617	Pranav Antal	FORTIFIED		112	26503	392000
Col 285 Sector VW-Z b14-1	Pranav Antal	FORTIFIED		0	90119	363000
Pegasi Sector CL-X c1-17	Pranav Antal	STRONGHOLD		785980	499096	1655000
Col 285 Sector VZ-W b15-0	Pranav Antal	STRONGHOLD		0	314675	1104000
Col 359 Sector ZI-N b9-1	Pranav Antal	STRONGHOLD		3172	39042	1082000
Col 285 Sector RL-B B14-6	Pranav Antal	STRONGHOLD		0	45291	1121000
