System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23984	32760	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		74665	616644	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1878	2839	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		384482	350079	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3891	9345	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		32684	39283	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		343119	239696	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		25264	47672	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		18644	22197	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		244750	755965	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		16436	25326	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		113151	227495	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		56185	162620	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14377	107707	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		26844	17610	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		18845	30895	
Col 359 Sector KW-V d2-16	Yuri Grom	Arissa Lavigny-Duval		545537	623601	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14767	44391	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	45714	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	186118	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		168664	295866	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	29622	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		6340	19108	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		26616	42364	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		44028	261736	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		1487	8122	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		94935	102445	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		85108	114785	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		23254	79441	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		234394	311810	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	13828	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	18482	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5878	22350	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	35021	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8148	39157	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		360141	350744	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1097	9716	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		7284	9548	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1422	18025	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		31929	121034	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		151213	135467	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		25623	82052	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	38029	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29604	48057	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4333	39638	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		2751	4978	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6138	27154	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		10602	417733	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1693	10952	0
