System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		24014	36585	1366000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		132850	760912	413000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1934	3040	525000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		425674	417333	496000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		4217	9983	417000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		37219	44848	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		474630	426201	244000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		29482	60530	0
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		21269	120712	
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		254319	794190	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		19990	29531	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		122521	253391	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		63137	173448	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		14768	151649	219000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		87927	50687	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Pranav Antal		26420	42394	
Col 359 Sector KW-V d2-16	Arissa Lavigny-Duval	Yuri Grom		1153252	1259097	
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		14788	46645	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		695	47547	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		11217	186737	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		169264	326466	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1302	31959	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		15971	25851	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		27915	42998	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		80314	279707	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		2016	8204	12000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		130236	127181	431000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		100194	123747	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		37813	93683	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		261269	323885	115000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		603	14326	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7003	20019	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		5880	23360	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		9230	36868	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		8210	42746	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		459400	491304	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1334	10010	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		21456	37682	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1447	18286	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		34634	133266	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		166020	238175	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		30074	83554	475000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		771	39739	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		29646	50379	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4855	41488	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		3139	5836	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6367	30261	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		12574	511386	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		1700	13177	0
