2026-02-16 18:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		28535	8910	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		8293	3831	1099000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		11677	1809	572000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		29058	11174	684000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		75187	86380	417000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		10859	6844	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		15016	17962	605000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		344	1193	417000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		476	11669	431000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		116243	118329	381000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		242745	197064	471000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		11	272	417000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		113757	59736	977000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		45	1764	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		176751	114882	1928000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	3292	1082000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		604	2804	446000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		819	10	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		1142	1125	399000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		412	4428	518000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14800	17875	261000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6875	1815	170000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		130848	88593	1811000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		6976	6924	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1341	2264	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2762	2567	111000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		5332	47346	1038000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		29744	35777	174000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		25533	39277	598000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		479292	117789	335000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		3348	5016	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		344	6051	377000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		71689	73164	24000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		9785	21619	110000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		17829	29465	248000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1839	4009	102000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		32	5107	1177000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		5556	9832	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		4720	5382	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	625	424000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		2058	5129	493000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		23568	48346	298000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		45202	46968	775000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		43168	10964	1466000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	28	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	310	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		12858	30936	242000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		10770	7836	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		1763	86	478000
