2026-04-13 06:02 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		8333	1287	1299000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		30	26	1204000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		21	544	515000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		8046	0	565000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		6269	775	554000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		6474	0	554000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	14	496000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		0	225	446000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		62	235	468000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	173	482000
Col 359 Sector ZI-N b9-1	Pranav Antal	STRONGHOLD		1190	623	1166000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		0	2225	1221000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		0	298	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		32583	7720	1416000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	952	1099000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		138	19	489000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	794	69000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		319	3722	406000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		4185	2440	540000
Col 359 Sector BE-N b9-4	Aisling Duval	FORTIFIED		0	889	388000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		4439	3332	141000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		13291	1537	1321000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		2230	133	529000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		10544	1856	209000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		1325	3	106000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		521	10460	1138000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		2709	94	88000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		540	4207	518000
Col 359 Sector FK-L b10-1	Yuri Grom	EXPLOITED		120	32	47000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		70695	13520	439000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		0	2224	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		2792	0	117000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	FORTIFIED		0	198	471000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1875	966	111000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		150	2241	1227000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		19786	8481	26000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		26235	2421	73000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		867	1956	435000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		877	1113	518000
Col 359 Sector BE-N b9-1	Aisling Duval	FORTIFIED		0	1325	384000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		39442	0	746000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		9625	64	1305000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		13	1324	442000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	5	478000
Col 359 Sector NR-T c4-14	Aisling Duval	FORTIFIED		658	12026	388000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		0	35	1255000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		208	40	478000
