2026-01-25 21:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		31458	6421	1410000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		36	782	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		3650	9811	536000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		72912	41592	565000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		4	464	428000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		2	4530	370000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		52905	56857	471000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		10911	23644	370000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		0	4002	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		32324	111470	222000
Col 359 Sector NR-T c4-13	Pranav Antal	EXPLOITED		2063	3122	0
Col 359 Sector DP-L b10-3	Pranav Antal	EXPLOITED		265	18250	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		34535	50622	1299000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		705	14561	442000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		141890	122376	1777000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		6953	25452	1032000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		6783	16757	384000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2615	597	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		711	7844	59000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		1787	3902	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		8542	21133	191000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		24	10069	16000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		163008	80772	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		3000	9051	533000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		225	5078	92000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2735	28103	26000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		22942	61174	554000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		53256	64086	0
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		11115	77670	565000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		6297	30789	417000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		28426	29230	374000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		66982	77281	308000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		35855	11544	39000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		1803	3486	102000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		12251	13223	234000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		4	1423	80000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		36758	14089	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		44114	32567	22000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		8322	4878	26000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		7290	26144	395000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		8559	3589	486000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		85658	108526	248000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		12489	18399	572000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		5971	11868	1282000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	290	43000
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		0	19241	69000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2647	5286	115000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		5385	5001	1149000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	1255	26000
