2026-01-28 05:02 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		51551	38082	1410000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		400	1214	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		3650	10733	536000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		81748	153135	565000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		82	464	428000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		2	5471	370000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		83340	91007	471000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		10929	30091	370000
Col 359 Sector QX-R c5-13	Pranav Antal	EXPLOITED		0	47226	0
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		76250	224900	222000
Col 359 Sector NR-T c4-13	Pranav Antal	EXPLOITED		7033	156697	0
Col 359 Sector DP-L b10-3	Pranav Antal	EXPLOITED		456	363009	0
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		38431	76465	1299000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		768	16086	442000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		150995	208181	1777000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		8336	41730	1032000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		7290	48898	384000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		3267	597	69000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		1191	21022	59000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		1787	14281	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		8885	52832	191000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		24	15641	16000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		164440	126467	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		3001	9916	533000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		425	5164	92000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2735	30871	26000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		24500	100890	554000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		121608	113281	0
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		11975	78791	565000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		11825	39461	417000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		32640	58989	374000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		120783	174104	308000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		73699	60362	39000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		5989	14567	102000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		12295	13273	234000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		4	1428	80000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		57928	31385	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		65444	55084	22000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		15000	22475	26000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		7610	30661	395000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		11362	14482	486000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		158401	189744	248000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		14086	25592	572000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		5971	13642	1282000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	290	43000
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		320	86227	69000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2647	6218	115000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		15955	29007	1149000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	37973	26000
