2026-02-07 06:59 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		35071	4670	1416000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		3604	531	1182000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		8017	732	562000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		31290	10359	695000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	17	435000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		900	1803	417000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		3172	38392	511000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	1098	417000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		514	916	435000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		3669	3710	406000
Col 359 Sector NR-T c4-13	Pranav Antal	EXPLOITED		268496	17126	337000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		39	476	417000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		94845	22801	930000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		409	85	468000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		139345	27638	1911000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	2674	1076000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		153	3898	439000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		66	46	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		167	847	399000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		332	1524	511000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14408	7669	261000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6775	7277	170000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		135417	12376	1905000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		4732	4602	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1241	2224	104000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		1808	3581	110000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		32315	35571	706000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		18904	10916	178000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		29088	28371	590000
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		72302	88074	320000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		292	9499	413000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		9090	5474	366000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		34445	22055	47000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		7055	6770	108000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		12701	1327	240000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1019	3183	100000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		303	5882	1154000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1887	7681	47000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		30	507	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		139	1494	421000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		377	1296	493000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		63132	109290	283000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		14486	43919	598000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		39416	11192	1449000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		176	4778	431000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	645	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		6558	73355	166000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		3768	6232	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		0	333	478000
