2026-05-03 22:02 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
HIP 108174	Pranav Antal	FORTIFIED		0	225194	384000
Miki	Pranav Antal	FORTIFIED		217462	265525	992000
Hyades Sector GW-W d1-92	Pranav Antal	EXPLOITED		41665	25999	10000
HR 1403	Pranav Antal	EXPLOITED		14457	6778	39000
Lyncis Sector XU-P b5-5	Pranav Antal	EXPLOITED		7811	1761	20000
Tzu Kun	Pranav Antal	EXPLOITED		3892	0	18000
Col 359 Sector ZI-N b9-1	Pranav Antal	STRONGHOLD		0	2068	1043000
Col 285 Sector XH-O b21-1	Pranav Antal	FORTIFIED		241	391	392000
Hyades Sector CF-S a19-2	Pranav Antal	EXPLOITED		0	37938	0
Col 285 Sector QN-I a39-0	Pranav Antal	EXPLOITED		2	14870	0
Col 285 Sector JS-T d3-57	Pranav Antal	STRONGHOLD		0	6735	1054000
Austri	Pranav Antal	FORTIFIED		0	25385	370000
Pegasi Sector EL-Y d96	Pranav Antal	EXPLOITED		0	4411	16000
BD+32 4747	Pranav Antal	EXPLOITED		18	0	49000
Audusi	Pranav Antal	EXPLOITED		0	15420	0
HIP 1868	Pranav Antal	EXPLOITED		2	29660	0
Paiyungh	Pranav Antal	EXPLOITED		0	16779	0
HIP 1897	Pranav Antal	FORTIFIED		0	38097	406000
Pegasi Sector HR-V b2-6	Pranav Antal	EXPLOITED		18041	81410	304000
Tofana	Pranav Antal	STRONGHOLD		0	105846	1026000
