System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		147196	491694	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3418	22671	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		91598	171923	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		42118	118531	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		13031	86623	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		28100	306273	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		3534	2603	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		16309	23023	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3798	8316	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		10678	35593	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		451	37355	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	126881	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		166118	255817	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	23461	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		519	7371	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		21758	29507	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		30685	246629	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		885	6252	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1833	2556	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		65432	71872	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		11280	13751	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		67345	94851	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		15469	64614	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		153312	166511	117000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	12455	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		4597	11981	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		4751	19427	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	33055	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		5050	30723	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		284499	242442	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		3145	13146	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		235240	263761	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1092	9462	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1734	5876	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1334	15514	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		28714	96659	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		95244	121177	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		17123	721	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23328	21941	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24501	23446	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		170811	137384	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	25314	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	30829	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4261	26188	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		990	2777	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2285	19713	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		9454	253953	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		781	7558	0
