2026-03-12 05:01 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		16958	1069	1338000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		24	985	1204000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		0	287	515000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		19217	537	627000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		63	85	478000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		16739	1822	601000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		15050	72	605000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	240	496000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		12307	301	460000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		237	432	468000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		68	0	475000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		538511	913769	677000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		584	0	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		123890	5236	1722000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	473	1088000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	456	460000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	444	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		0	7	402000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		4082	11342	540000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		13641	25120	252000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		5775	0	158000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		142542	8133	1661000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		4033	400	540000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		14191	0	259000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		1858	0	110000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		13	2179	1127000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		7982	186	115000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		24258	860	525000
Col 359 Sector FK-L b10-1	Yuri Grom	EXPLOITED		234	35816	6000
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		190	1275	457000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		674	471	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		6369	1186	135000
Col 359 Sector ZI-N b9-1	Pranav Antal	FORTIFIED		1724	591565	475000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	FORTIFIED		0	902	471000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		2625	297	119000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		15	2905	1193000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		2164	5	47000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1252	65	86000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	299	431000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		935	3820	507000
Col 359 Sector BE-N b9-1	Aisling Duval	FORTIFIED		528	4256	370000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		46732	21387	789000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		29000	965	1394000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	0	439000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		280	1828	475000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		15391	587	273000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		0	1182	1249000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		0	1517	478000
