System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		139745	455313	684000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		3375	22434	395000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		89538	163477	1516000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		42118	116649	645000
Col 359 Sector KW-V d2-20	Aisling Duval	EXPLOITED		13031	85980	219000
Col 359 Sector RX-R c5-3	Pranav Antal	FORTIFIED		28052	288403	413000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		3352	2266	71000
Col 359 Sector RX-R c5-16	Arissa Lavigny-Duval	Aisling Duval		14230	21364	
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		3798	7734	417000
Col 359 Sector KW-V d2-16	Archon Delaine	EXPLOITED		0	0	0
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		10217	33603	442000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		451	37346	92000
Col 359 Sector YI-N b9-4	Yuri Grom	Arissa Lavigny-Duval		10641	124068	
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		166058	244679	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		642	23421	460000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		519	7326	45000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		20293	26895	0
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	EXPLOITED		29893	243358	215000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		885	6252	12000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		1833	2556	525000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		61121	67880	431000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		10040	12551	0
Col 359 Sector FK-L b10-1	Denton Patreus	EXPLOITED		63992	57987	0
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		13761	63938	0
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		141866	138853	117000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		519	12266	8000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		4327	11393	61000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		4751	19422	143000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		8027	32756	36000
Col 359 Sector DP-L b10-3	Arissa Lavigny-Duval	Aisling Duval		4818	29970	
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		273088	227556	496000
Col 359 Sector QX-R c5-13	Pranav Antal	Yuri Grom		3145	12651	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		227160	244802	1121000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1087	9462	18000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1734	5866	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		1334	15512	28000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	EXPLOITED		28666	95720	349000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		981033	109141	110000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		14492	71964	475000
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		23328	21021	1366000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		24501	15784	94000
Col 359 Sector QX-R c5-8	Pranav Antal	EXPLOITED		154930	136864	244000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		402	24936	1210000
Col 359 Sector AE-N b9-1	Yuri Grom	Nakato Kaine		22896	28512	
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		4261	25621	0
Col 359 Sector NR-T c4-13	Aisling Duval	EXPLOITED		990	2777	51000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		2285	16590	63000
Col 359 Sector AE-N b9-0	Yuri Grom	FORTIFIED		9454	240426	406000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		524	7198	0
