98 minutes ago
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		29281	3726	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		207	99	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		2032	661	529000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		7274	1919	515000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		0	15	424000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		4758	53740	147000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		3373	505	460000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		49468	213019	258000
Col 359 Sector QX-R c5-13	Pranav Antal				1203	
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		3712	58091	80000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		28846	55822	1305000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		135	280	428000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		100587	17035	1700000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		50172	5995	800000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		63	7560	366000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		0	0	76000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		363	46	34000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		45	1755	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		6284	6575	164000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		0	15	10000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		156250	19664	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1093	5492	522000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		4	0	76000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		0	0	22000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		20	5887	504000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		73276	149679	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		3912	2995	540000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		3084	13634	388000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		8252	39392	78000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		19484	43424	234000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		102	273	36000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		1258	1773	104000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		10008	2012	209000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		0	1720	76000
Col 359 Sector DP-L b10-3	Aisling Duval	Pranav Antal		936	9432	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		150	2330	1166000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		1301	3419	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1050	1822	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		9309	40514	162000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		24	2522	471000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		14180	26972	226000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		6987	5653	558000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		3250	1134	1271000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	11715	0
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		0	0	65000
Col 359 Sector NR-T c4-13	Aisling Duval	Pranav Antal		1001	7832	
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		1625	1398	110000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		434	2554	1093000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		0	0	22000
