2026-02-19 17:00 UTC
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		24416	748	1371000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		0	50	1149000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		8251	202	565000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		27487	0	677000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		314	0	482000
Col 359 Sector QX-R c5-7	Pranav Antal	FORTIFIED		36398	6452	605000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		19287	5	630000
Col 359 Sector QX-R c5-10	Pranav Antal	FORTIFIED		0	0	442000
Col 359 Sector QX-R c5-13	Pranav Antal	FORTIFIED		0	0	482000
Col 359 Sector RX-R c5-16	Pranav Antal	FORTIFIED		800	0	431000
Col 359 Sector NR-T c4-13	Pranav Antal	FORTIFIED		2142	0	489000
Col 359 Sector DP-L b10-3	Pranav Antal	FORTIFIED		0	0	410000
Col 359 Sector RX-R c5-1	Denton Patreus	FORTIFIED		65550	19703	891000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		484	0	449000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		145083	1051	1955000
Col 359 Sector CE-N b9-1	Aisling Duval	STRONGHOLD		0	0	1088000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		0	68	449000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		251	0	67000
Col 359 Sector KW-V d2-16	Yuri Grom	FORTIFIED		642	0	402000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		2032	643	529000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		14741	171	265000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		6575	0	168000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		113375	3507	1800000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		4937	181	543000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1441	300	106000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		2058	215	113000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	STRONGHOLD		0	2491	1099000
Col 359 Sector FK-L b10-4	Nakato Kaine	EXPLOITED		6175	0	162000
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		15214	0	594000
Col 359 Sector FK-L b10-1	Yuri Grom	Pranav Antal		1553	2280	
Col 359 Sector FK-L b10-3	Aisling Duval	FORTIFIED		0	309	428000
Col 359 Sector FK-L b10-0	Nakato Kaine	FORTIFIED		0	0	392000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		4571	436	133000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	Pranav Antal		0	1512	
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		15158	545	271000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		1191	199	104000
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		0	0	1182000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		0	0	61000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		0	0	43000
Col 359 Sector KW-V d2-17	Yuri Grom	FORTIFIED		0	0	431000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		0	0	500000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		19718	1785	324000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		46415	699	789000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		39291	420	1449000
Col 359 Sector AE-N b9-1	Yuri Grom	FORTIFIED		0	825	435000
Col 359 Sector YI-N b9-5	Yuri Grom	FORTIFIED		0	0	471000
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		14441	0	261000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		0	5284	1232000
Col 359 Sector AE-N b9-3	Yuri Grom	FORTIFIED		0	0	478000
