34 minutes ago
System Name	Power	State		Undermining	Reinforcement	Initial CP
Col 359 Sector EK-L b10-4	Pranav Antal	STRONGHOLD		29281	12006	1394000
Col 359 Sector RX-R c5-3	Pranav Antal	STRONGHOLD		734	997	1177000
Col 359 Sector QX-R c5-11	Pranav Antal	FORTIFIED		2032	5172	529000
Col 359 Sector QX-R c5-12	Pranav Antal	FORTIFIED		31504	42226	515000
Col 359 Sector RX-R c5-17	Pranav Antal	FORTIFIED		136	2370	424000
Col 359 Sector QX-R c5-7	Pranav Antal	EXPLOITED		4758	224418	147000
Col 359 Sector QX-R c5-8	Pranav Antal	FORTIFIED		19728	39714	460000
Col 359 Sector QX-R c5-10	Pranav Antal	EXPLOITED		74496	221038	258000
Col 359 Sector QX-R c5-13	Pranav Antal				6989	
Col 359 Sector RX-R c5-16	Pranav Antal	EXPLOITED		22321	117904	80000
Col 359 Sector RX-R c5-1	Denton Patreus	STRONGHOLD		67719	74549	1305000
Col 359 Sector AE-N b9-5	Nakato Kaine	FORTIFIED		323	10233	428000
Col 359 Sector CE-N b9-2	Aisling Duval	STRONGHOLD		157557	127936	1700000
Col 359 Sector CE-N b9-1	Aisling Duval	FORTIFIED		51069	124381	800000
Col 359 Sector KW-V d2-20	Aisling Duval	FORTIFIED		103	17369	366000
Col 359 Sector RX-R c5-15	Nakato Kaine	EXPLOITED		2325	281	76000
Col 359 Sector KW-V d2-16	Yuri Grom	EXPLOITED		1993	22237	34000
Col 359 Sector BE-N b9-2	Aisling Duval	FORTIFIED		1316	6485	489000
Col 359 Sector BE-N b9-4	Aisling Duval	EXPLOITED		6875	15917	164000
Col 359 Sector YI-N b9-4	Yuri Grom	EXPLOITED		0	601	10000
Col 359 Sector AJ-N b9-3	Arissa Lavigny-Duval	STRONGHOLD		171430	60426	1994000
Col 359 Sector NR-T c4-15	Arissa Lavigny-Duval	FORTIFIED		1190	8068	522000
Col 359 Sector NR-T c4-17	Arissa Lavigny-Duval	EXPLOITED		1	11829	76000
Col 359 Sector AE-N b9-4	Yuri Grom	EXPLOITED		612	3535	22000
Col 359 Sector RX-R c5-2	Arissa Lavigny-Duval	FORTIFIED		2457	18789	504000
Col 359 Sector FK-L b10-4	Arissa Lavigny-Duval	Nakato Kaine		150459	248049	
Col 359 Sector MR-T c4-8	Edmund Mahon	FORTIFIED		4498	12094	540000
Col 359 Sector FK-L b10-1	Denton Patreus	FORTIFIED		17503	58070	388000
Col 359 Sector FK-L b10-3	Aisling Duval	EXPLOITED		16642	134068	78000
Col 359 Sector FK-L b10-0	Nakato Kaine	EXPLOITED		49424	124031	234000
Col 359 Sector RX-R c5-0	Nakato Kaine	EXPLOITED		317	1757	36000
Col 359 Sector ZI-N b9-1	Arissa Lavigny-Duval	EXPLOITED		1496	3110	104000
Col 359 Sector ZI-N b9-2	Arissa Lavigny-Duval	EXPLOITED		10176	19884	209000
Col 359 Sector AJ-N b9-4	Arissa Lavigny-Duval	EXPLOITED		146	3606	76000
Col 359 Sector DP-L b10-3	Aisling Duval	Arissa Lavigny-Duval		4420	18215	
Col 359 Sector FK-L b10-5	Nakato Kaine	STRONGHOLD		1860	9572	1166000
Col 359 Sector FK-L b10-2	Nakato Kaine	EXPLOITED		7270	11103	10000
Col 359 Sector RX-R c5-4	Nakato Kaine	EXPLOITED		1579	1941	12000
Col 359 Sector KW-V d2-17	Yuri Grom	EXPLOITED		25084	207998	162000
Col 359 Sector BE-N b9-0	Arissa Lavigny-Duval	FORTIFIED		598	10292	471000
Col 359 Sector BE-N b9-1	Aisling Duval	EXPLOITED		31077	35218	226000
Col 359 Sector BE-N b9-3	Yuri Grom	FORTIFIED		7051	9279	558000
Col 359 Sector ZI-N b9-3	Yuri Grom	STRONGHOLD		3250	8342	1271000
Col 359 Sector AE-N b9-1	Yuri Grom	EXPLOITED		0	32618	0
Col 359 Sector YI-N b9-5	Yuri Grom	EXPLOITED		719	2382	65000
Col 359 Sector NR-T c4-13	Aisling Duval	Yuri Grom		6092	17703	
Col 359 Sector NR-T c4-14	Aisling Duval	EXPLOITED		1986	4478	108000
Col 359 Sector AE-N b9-0	Yuri Grom	STRONGHOLD		15085	8206	1093000
Col 359 Sector AE-N b9-3	Yuri Grom	EXPLOITED		8	220	22000
